#	Project	RCN	Call	Type	Start	End	Budget	Title	Teaser	Project URL	Funding Body link	Project URL (NEW WEBSITE)
184	SWITCH	194122	H2020-ICT-2014-1	RIA	Feb  2015	Jan  2018	€2,922,500	Software Workbench for Interactive, Time Critical and Highly self-adaptive  cloud applications	The SWITCH project (Software Workbench for Interactive, Time Critical and  Highly self-adaptive Cloud applications) addresses the urgent industrial  need for developing and executing time critical applications in Clouds.  Time critical applications such as disaster early warning...	http://www.switch-project.eu	https://cordis.europa.eu/project/rcn/194122/factsheet/en	
185	PANACEA	219939	H2020-SC1-FA-DTS-2018-1	RIA	Jan  2019	Dec  2021	€4,961,144	Protection and privAcy of hospital and health iNfrastructures with smArt  Cyber sEcurity and cyber threat toolkit for dAta and people	PANACEA will deliver people-centric cybersecurity solutions in healthcare.  The Partners will execute on a leanly-orchestrated research workplan, which  envisages continuous involvement of the end-user Partners at three European  health care centres, including also devices...	https://www.panacearesearch.eu/	https://cordis.europa.eu/project/rcn/219939/factsheet/en	
186	symbIoTe	199859	H2020-ICT-2015	RIA	Jan  2016	Dec  2018	€7,104,828	Symbiosis of smart objects across IoT environments	Connected smart objects have invaded our everyday life across multiple  domains, e.g. home withautomation solutions, assisted living with sensors  and wearables to monitor personal activities, smart transportation and  environmental monitoring. IoT is evolving around a plethora...	https://www.symbiote-h2020.eu	https://cordis.europa.eu/project/rcn/199859/factsheet/en	
187	CREATE-IoT	206371	H2020-IOT-2016	CSA	Jan  2017	Dec  2019	€3,718,973	CROSS FERTILISATION THROUGH ALIGNMENT, SYNCHRONISATION AND EXCHANGES FOR IoT	CREATE-IoT’s aim is to stimulate collaboration between IoT initiatives,  foster the take up of IoT in Europe and support the development and growth  of IoT ecosystems based on open technologies and platforms. This requires  synchronisation and alignment on strategic and...	http://european-iot-pilots.eu	https://cordis.europa.eu/project/rcn/206371/factsheet/en	
188	SecureIoT	213095	H2020-IOT-2017	RIA	Jan  2018	Dec  2020	€4,860,335	Predictive Security for IoT Platforms and Networks of Smart Objects	The IoT market is currently undergoing transformation from applications  involving semi-passive devices operating within a single platform, to  applications involving smart objects with embedded intelligence while  spanning multiple platforms. State-of-the-art security mechanisms...	https://secureiot.eu/	https://cordis.europa.eu/project/rcn/213095/factsheet/en	
189	CAPITAL	110714	ICT-2013.1.5	CSA	Oct  2013	Sep  2015	€1,278,233	Cyber security research Agenda for PrIvacy and Technology chALlenges	Cyber security is a growing concern worldwide with cloud computing, smart grids, social networks, and Voice over IP telephony as key target domains. Europe's interests, sensitivities, and commitment to liberal values in Cyber security and privacy are not necessarily aligned to those of other leading world actors. Therefore, leaning back and expecting others to solve the problems is not likely to lead to optimal outcomes for Europe. However, for Europe to move to a pro-active role, it has to exercise its power potential by achieving a sufficient degree of coordination among Member States. In addition, Europe's ability to influence how Cyber security and privacy issues are handled is also key to the competitiveness of European industries in the field.<br/>CAPITAL has been built around two pillars: coordinate European R&D efforts in the cyber security domain and jointly address research and innovation within an Integrated Research & Innovation Agenda. The project will therefore cover two sub-bullets of the call objective.<br/>CAPITAL is proposed by a strong consortium gathering nine representatives from leading Industries and Research Organisations, well positioned -in terms of networking, expertise and market outreach - in the cyber security domain. CAPITAL complements the CYSPA project started on October 2012, also coordinated by EOS which aims at defining an overall strategy and creating a community of solution providers, Researchers and end-users to enhance the industrial community to protect itself from cyber-disruptions and support the European elaboration of regulations to enhance the overall protection level.		https://cordis.europa.eu/project/rcn/110714/factsheet/en	
190	IPaCSO	110503	ICT-2013.1.5	CSA	Nov  2013	Oct  2015	€1,050,132	Innovation Framework for Privacy and Cyber Security Market Opportunities	Innovation drives new product realisation and development. Significant opportunities exist for innovation in the privacy and cyber security (PACS) technology space, yet complex market, regulatory, policy, commercial, and economic considerations create several barriers to transforming research outputs into market-centric product and service applications. In response, Innovation Framework for Privacy and Cyber Security Market Opportunities (IPaCSO) will develop a structured knowledge and decision-support innovation framework for identifying, assessing and exploiting market opportunities in the privacy and cyber security technology space. IPaCSO will support security innovators, policy makers and research spectrum stakeholders in identifying, assessing and exploiting new ideas and research assets using innovation and market assessment best-practice and guidelines and bringing them to market.Achieving project impact objectives can be challenging for ICT security research projects thus through the adoption and utilisation of the IPaCSO innovation framework we propose that projects can increase the impact of their project results. IPaCSO will address the following main goals:\tAssess existing innovation processes used in the PACS domain via in-depth stakeholder engagement\tIdentifiy a set of innovation framework requirements, interleaving improved innovation practices and case study scenarios, that support PACs domain concerns\tAssess existing economic barriers to innovation and identify appropriate economic incentives needed to increase security product and service adoption\tDevelop an appropriate knowledgebase and decision support approach that is transferrable to PACS technologies exploiting potential market opportunities.\tDevelop effective training, exploitation and dissemination of the resultant IPaCSO framework to target stakeholder groups, both during and beyond the project lifecycle.The proposed work will focus on key thematic areas within the PACs domain, for example, security concerns across different OSI layers, emerging mobile and telecoms security, security monitoring and incident response, emerging notions of privacy and identity, embedded security, and emerging managed security services models. Such concerns will be considered in the context of wider ICT factors such as Cloud Computing, Big Data, emerging internets of services and things, and similar IT macro factors. IPaCSO project activities will lead to a structured understanding of such thematic market areas, a clearer understanding of how existing market barriers can be addressed within innovation frameworks, providing practical support for PACs stakeholders in producing improved market focussed outputs in the future.		https://cordis.europa.eu/project/rcn/110503/factsheet/en	
191	PANOPTESEC	111202	ICT-2013.1.5	CP	Nov  2013	Oct  2016	€7,413,330	Dynamic Risk Approaches for Automated Cyber Defence	The PANOPTESEC consortium will deliver a beyond-state-of-the-art prototype of a cyber defence decision support system, demonstrating a risk based approach to automated cyber defence that accounts for the dynamic nature of information and communications technologies (ICT) and the constantly evolving capabilities of cyber attackers. 'Panoptes' is an ancient Greek term meaning 'all eyes' or 'all seeing'. This term has incorporated into the project name to represent the PANOPTESEC consortium because the overall goal of the PANOPTESEC project is to deliver a continuous cyber security monitoring and response capability.<br/>Organizations have become increasingly dependent on networks and computer systems to support their business operations and services. Unfortunately, as this dependency has grown, the motives and capabilities of cyber adversaries to attack these systems are also increasing. Attackers are often able to penetrate computer systems to extract sensitive information, tamper with accuracy of the information and prevent access to essential services. Given the organizational dependency on the systems and services, any one of these tactics can have significant negative impacts on an organization's business capabilities, reputation and liabilities. In the era of open networks and platforms, attackers continue to find more venues to exploit these systems to cause substantial damage.<br/>Despite the well-known need for continuous monitoring of ICT systems to detect vulnerabilities and attacks, as well as the need for rapid incident response, commercial solutions do not meet the demands of modern networks and systems.<br/>The PANOPTESEC prototype will address these challenges by proactively and reactively evaluating system weaknesses, identifying potential attack paths, providing a list of prioritized response actions, and delivering a means to execute these responses; all supported by automated analysis engines. The resulting PANOPTESEC prototype will provide a continuous monitoring and response capability to prevent, detect, manage and react to cyber incidents in real-time. The near market-ready system will support breach notifications and improve situation awareness while supporting the decision-making process required by security personnel. PANOPTESEC will deliver this capability through an integrated and modular, standards-based integration of technologies that will collectively deliver the required capabilities.		https://cordis.europa.eu/project/rcn/111202/factsheet/en	
192	SERENITI	186816	FP7-PEOPLE-2013-CIG	MC-CIG	Mar  2014	Feb  2018	€100,000	Cyber Security and Resilience of Networked Critical Infrastructures	Modern Networked Critical Infrastructures (NCIs), e.g. the electrical grid, rely on Information and Communication Technologies (ICT) for their operation since ICT can lead to cost reduction as well as greater efficiency, flexibility and interoperability between components. In the past NCIs were isolated environments and used proprietary hardware and protocols, limiting thus the threats that could affect them. Nowadays, with the adoption of Commercial Off-The-Shelf (COTS) ICT, NCIs are exposed to significant cyber threats that can lead to economical and human losses.    To address the aforementioned issues, this project aims at elaborating novel holistic methodologies for the design of security and resilience-aware ICT infrastructures for NCIs. The project will develop state-of-the-art techniques and tools to aid engineers in designing secure and resilient industrial ICT-based installations.    The novelty of the project consists in the fact that it will fuse together the cyber and physical dimensions of NCI, an important aspect that is missing from existing approaches. The project will create novel NCI network design techniques by solving multi-criteria optimization problems that take into account several aspects such as NCI design standards, e.g. NIST SP 800-82 and NERC CIP 002-009, resilient operation of physical process, but also installation-specific information, e.g. geographical aspects. The project will also provide more effective protection mechanisms, e.g. cyber-physical Intrusion Detection Systems, by combining data from cyber and physical sensors.    The proposed research lies in the context of the 'European Programme for Critical Infrastructure Protection' (EPCIP), the 'Critical Information Infrastructure Protection' (CIIP) action plan and the 'Digital Agenda for Europe' (DAE) by addressing key security and resilience issues of NCIs that will ultimately lead to the better protection of existing and future Critical Infrastructures.'		https://cordis.europa.eu/project/rcn/186816/factsheet/en	
193	SecureCloud	200254	EUB-1-2015	RIA	Jan  2016	Dec  2018	€2,285,377	Secure Big Data Processing in Untrusted Clouds	SecureCloud addresses the confidentiality, integrity and availability of applications executed in the cloud. Data at rest or in transit on the network is already nowadays protected by encryption. The main problem that we face is how to ensure the confidentiality of data while being processed. Our approach is based on upcoming hardware extensions of commodity CPUs like Intel's Secure Guard Extensions (SGX). By the help of these hardware extensions, we reduce the trusted computing base dramatically by excluding from it the millions of lines of source code of the cloud stack, operating systems and hypervisor. This permits us to ensure the confidentiality of computations even if the computers are under a different administrative control (like a cloud provider) or there is no physical security of the computers. Moreover, we ensure the confidentiality even if attackers would take control of the cloud stack, the hypervisor or the operating systems. As long as the hardware extensions of the CPU can be trusted, we can ensure the confidentiality of the computations.   SecureCloud focuses on ensuring the confidential and dependable processing of Big Data. To keep the trusted computing base small, we use the concept of microservices: only the application logic that processes data (e.g., operators) is protected while all functionality that, e.g., shuffles and stores encrypted data is outside the trusted computing base. By monitoring the microservices, we can restart services that run on compromised hosts. We will evaluate and demonstrate our approach in the context of smart grids. In this use case context, we need to run across a physically distributed computing infrastructure with no or little physical security and partly untrusted administrators. We need to process large volumes of data and this big data processing would benefit by partial offloading into the cloud. In SecureCloud, we will show how to do this in a secure fashion even if clouds are untrusted.		https://cordis.europa.eu/project/rcn/200254/factsheet/en	
194	ASCEMA	204371	SMEInst-01-2016-2017	SME-1	Jun  2016	Nov  2016	€71,429	ASCEMA: Content Aware Technology for IP Protection in Supply Chains	Manufacturers increasingly rely upon development in the supply chain; e.g. a typical automotive company has 60% of components manufactured in the supply chain. A significant level of resistance, to sharing and enforcement of IP, is damaging supply chain partnerships and the manufacturing production processes that rely upon them; costs to industry estimated at millions of euro (NFF Symposium, 2013). This project, spanning 6 months, will investigate the feasibility of bringing to market a novel solution for protecting intellectual property across enterprise boundaries and will support a go to market plan for Ascema for Supply Chains, a patented technology that protects high value content across enterprise boundaries.     The European Parliament ' Recognises that the enforcement of IPR is not merely a driver for jobs and growth across the Union but is essential for the proper functioning of the single market and plays a key role in stimulating innovation, creativity, competitiveness and cultural diversity.' (Towards a renewed consensus on the enforcement of IPR: An EU Action Plan, May 15). Ascema offers a disruptive solution where currently no other solutions exist. This project will undertake a feasibility study, including a full business plan, to verify the technological, practical and economic viability of GeoLang’s novel Ascema for Supply Chains data loss prevention platform.     A planned Phase 2 project will provide a preproduction prototype of a digital information fingerprinting and tracking mechanism across boundaries with processes and requirements for inclusion within supply chain contractual arrangements identified that will support the market take-up of this novel platform which has won GeoLang Ltd the prize of UK's Most Innovative Small Cyber Security Company 2015. The results will support the uptake by industry of a technology that offers safe sharing of intellectual property in supply chains facilitating growth within the single market.'		https://cordis.europa.eu/project/rcn/204371/factsheet/en	
195	LipVerify	204581	SMEInst-13-2016-2017	SME-1	Jul  2016	Dec  2016	€71,429	Feasibility study on the development of LipVerify - a new viseme based user authentication service.	The LipVerify project will explore the feasibility of commercialising a new service which provides secure access to sensitive data, applications and physical areas via a unique biometric authentication technique - based on analysis of the users lip movements.     Significant R&D carried out over the last ten years within the Centre for Secure IT (CSIT) in Belfast has resulted in the development of a number of unique algorithms in the area of VISEME ANALYSIS. CSIT is a €40M innovation and knowledge centre based at Queen's University Belfast (QUB). With over 90 research staff in information security and cyber-physical security, it is the UK’s largest research centre in cyber security. It is recognised by the UK Research Council and GCHQ as an Academic Centre of Excellence in Cyber Security Research, specialising in fields such as applied cryptography, network security systems, critical infrastructure protection and intelligent surveillance systems.     Implementation of the Viseme Analysis algorithms has demonstrated, through testing with a number of large and independent data sets, that leveraging the technology for user authentication can be highly accurate and secure. When accessing a sensitive application on e.g. a mobile device, the user is asked to say or mouth a random challenge phrase which is displayed on screen. The system provides secure user authentication AND verifies 'liveness' to ensure that the system is not being 'spoofed' - a common weakness with most biometric techniques.    In 2015 Liopa Limited was formed as the commercial vehicle to onward develop and productise this technology. This feasibility study aims to do a detailed study of the market for biometric authentication systems, determine market requirements and potential market verticals, demonstrate an early version of the technology to a prospective customers in their environment, and product a high level business plan for the development and market introduction of a commercial product.'		https://cordis.europa.eu/project/rcn/204581/factsheet/en	
196	ConnectProtect	204585	SMEInst-13-2016-2017	SME-1	Jul  2016	Dec  2016	€71,429	A total cyber protection service to Small Businesses operating critical infrastructure and Residential customers	This project focuses on cyber-security and aims to address any form of internal or external malware and cyber-attacks. Estimates of global financial losses due to cyber-crime are at least €350 billion per year and are expected to reach €1.89 trillion by 2019. Cyber-crime has led to the loss of up to 150,000 jobs in Europe, which is about 0.6% of the total unemployed population. In response to cyber-crime, we initiated ‘ConnectProtect’ in 2012, a total cyber protection service for SMEs and residential customers.    We worked with about 20 SMEs in the UK to build this service and up to date, we developed a reporting engine capable of correlating events/logs from multiple security products across multiple organisations and constantly updating each event in real-time to generate the relevant classification of potential threat. The report engine is able to generate a case for our engineers to deal with an incident in real-time and allowing the customer to view their security state via a dashboard. We aim to further establish and understand our target market and conduct a detailed Europe wide cyber-security market study to establish the size and dynamics of the small business market; engage developmental, operational, and marketing partners for successful delivery of this project.    We also seek to develop an Intellectual Property (IP) strategy to protect our solution from exploitation by other parties. Through this project we will reduce the cyber security burden in the EU from an average of €280 to between €10 and €70 per employee per month and we will create over 100 jobs through native sales language teams that would be set up in our various target countries. We will potentially save SMEs over 20% (i.e. over €1 billion) of revenue lost to cyber-crime in Europe.		https://cordis.europa.eu/project/rcn/204585/factsheet/en	
197	ThreatMark	205924	SMEInst-13-2016-2017	SME-1	Aug  2016	Nov  2016	€71,429	Advanced Fraud Detection System - Protecting digital transactions against cyber attacks	ThreatMark vision is to secure the assets of people/companies by better protection of digital transaction systems against cyber-attacks. It dramatically improves the detection & protection capabilities of cyber-operators against threats, fraud & incidents. It allows them to increase their security by complex preparedness, rapid detection and faster response.    Advanced machine learning and unique algorithms of ThreatMark make the detection of advanced threats and behavioral anomalies more sensitive and reliable while lowering the cost of operation. We challenge the conventional methods of transaction protection by bringing usually fragmented features under one roof: (online) fraud detection systems, web fraud detection, web application firewall, malware detection, criminal and account takeover detection.     This is unique and appreciated by users, as proven by recent competitor analysis. The solution has been designed to answer the business opportunity that lays in plausible cyber-security market trends:  (1) Steady growth of online transactions & cyber attacks/ online fraud at the same time;  (2) Rise of as-a-service model providers & market (9.8%/ p.a.);  (3) Pressure to decrease high expenses for complex security.    The ultimate goal of this project is to bring to market system ThreatMark capable of improving the security of transactions and decreasing the resources needed. Four target groups were identified: on-line banks, high value transactions providers, secure apps, emerging digital services. Some strategic alliances with business partners exist.  The sub-objectives of FS include requirements analysis, detailed business plan, technology roadmap update and company development strategy based on innovation management training.    The company has already invested into its technology more than 200 000 EUR (equipment, travel, 1 500 own man-days, 2 000 man-days of academic partners from 2013). To fully enter the market in 2017 a strategic investment or funding is requested.		https://cordis.europa.eu/project/rcn/205924/factsheet/en	
198	Eye-O-T	205793	SMEInst-13-2016-2017	SME-1	Aug  2016	Dec  2016	€71,429	Cyber security system with a high IoT network visibility and fast vulnerability detection for Smart Homes.	Today there are around 800 million connected devices in Smart Homes, which forecasted to reach 2 billion devices by 2020 - an uptick of about 250 million new devices per year. Smart Home networks become crowded, difficult to maintain and vulnerable. Today’s Smart Home systems, such as smart TVs, Internet-connected camera systems, alarm sensors, smart light bulbs or thermostats, can be hacked only in few minutes and provide a wealth of data about the way people live, bank information, legal information and etc.  Perytons proposes a centralized diagnostic solution for the Smart Home Operators, called Eye-O-T. The Eye-O-T enables the operators to monitor and analyze in real time a large number of IoT networks, distributed over many remote sites and running different local communication protocols. The system is composed by plug & play probes that capture Smart Home IoT edge and gateway traffics and send it to the cloud through the existing broadband infrastructure; and an intuitive real-time dashboard. The Eye-O-T security system not only enables Smart Home owners to minimise their house and privacy vulnerability to security breaches and malicious attacks, but also reduces the Smart Home maintenance cost for operators by 30% and increases the operator’s deployment capacity of at least 10%.  The Phase 1 project will allow Perytons to define a minimum viable product, plan a feasible cyber security and centralized monitoring system scale-up, elaborate the business scale up, and size the reachable market and a reliable market share. Within the overall project, Perytons aims to: scale up the solution to be able to support large scale IoT network deployment, ingrate the system with one large cloud service, interface the solution with common Network Management solutions and demonstrate Eye-O-T visibility and security trough a large scale pilot in houses with 300 probes deployed in Germany and the UK together with Smart Home Operators.		https://cordis.europa.eu/project/rcn/205793/factsheet/en	
199	PerfectDashboard 2.0	207125	SMEInst-13-2016-2017	SME-1	Oct  2016	Dec  2016	€71,429	First single platform for efficient and security aware management of CMS based websites	This proposal addresses the very up-to-date challenge in the domain of cyber security which affects today thousands of websites administrators worldwide – ability to efficiently introduce updates to popular website engines and extensions to popular CMS platforms such as WordPress and Joomla!. In our proposal we show how our solution can increase safety in the Internet by helping web page managers be far more effective in their daily routines. These are primarily focused on updating web pages commonly developed with popular CMS platforms in order to remove identified vulnerabilities and thus prevent or mitigate hackers’ activities. With our application already proven by individual web admins an administrator may not only introduce necessary changes in the code mitigating the risk of a security breach much faster than ever before, but he or she can ensure the final effect does not impact on the web page layout and its contents. These are the features highly needed by corporate users what was verified through discussions with corporate users in media, technology and entertainment sectors. With our solution they can ensure their web services are provided in an undisturbed and secure way avoiding potential loss of reputation due to web page break and potential change of its contents. In our proposal we present the current stage of Perfect Dashboard 2.0 development, demonstrate results of the conducted trails and cornerstones of our business plan which we would like to enhance during the Phase 1 project targeting corporate users. Finally, we anticipate our plans for further evolution of our solution and its subsequent commercialization along with presentation of our potential. Perfect Dashboard 2.0 is strategically important for our company and Phase 1 project may accelerate this process beyond our current capabilities helping us resolve vital market related questions and boost our business in short time.		https://cordis.europa.eu/project/rcn/207125/factsheet/en	
200	CHINO	208765	SMEInst-13-2016-2017	SME-1	Jan  2017	Jun  2017	€71,429	The Health Data Security Platform for EU Developers Enterprises	Digital health applications are disrupting the healthcare sector by bringing huge innovation and improving the quality of care.  However, this innovation brings also some risks since those apps collect and store extremely privacy sensitive data in cloud  and mobile environments.  According to analysis performed by 39 Data Protection Authorities worldwide in 2014, 85% of the 1.211 analyzed mobile  health apps do not comply with data protection laws and security requirements. This behavior puts at serious risk users’  privacy and trust in digital health.  Chino helps application developers and enterprises to solve security and privacy law compliance issues by offering a secure  platform to manage application users and how they access, store and share health sensitive data. Developers can easily  integrate the Chino platform (its API) into their apps to ensure compliance, increase security, speed up application  development, shorten time to market, at affordable pay-per-use cost.  To ensure security of data transfers and storage Chino applies security-by-design principles and state-of-the-art security  mechanisms. From compliance point of view, Chino terms of service define its liabilities and it ensures that the data  management is performed according to EU and Member States laws. In addition, Chino is working on ISO 9001 & 27001  certifications, giving more guarantees to its customers.  Thanks to its innovative services, the market opportunity, and the EC support (which will speed up the adequate team  growth, marketing plan, technological roadmap implementation and international commercialization), the company expect to  create over 46 high qualified jobs and generate a turnover over 10M€ by 2020. Furthermore, the overall results of this project  will catapult Chino company as a global leader on the digital health & cyber security market.		https://cordis.europa.eu/project/rcn/208765/factsheet/en	
201	CyberSure	206520	MSCA-RISE-2016	MSCA-RISE	Jan  2017	Dec  2020	€1,647,000	CYBER Security InSURancE — A Framework for Liability Based Trust	CyberSure is a programme of collaborations and exchanges between researchers aimed at developing a framework for creating and managing cyber insurance policy for cyber systems. The purpose of creating such policies will be to enhance the trustworthiness of cyber systems and provide a sound basis for liability in cases of security and privacy breaches in them. The framework will be supported by a platform of tools enabling an integrated risk cyber system security risk analysis, certification and cyber insurance, based on the analysis of objective evidence during the operation of such systems.   CyberSure will develop its cyber insurance platform at TRL-7 by building upon and integrating state of the art tools, methods and techniques. These will include: (1) the state of the art continuous certification infrastructure (tools) for cloud services developed by the EU project CUMULUS; (2) the risk management tool of NIS enhanced by the NESSOS risk management methodology; and (3) insurance management tools of HELLAS.  The development of the CyberSure platform will be driven by certification, risk analysis and cyber insurance scenarios for cyber system pilots providing cloud and e-health services. Through these, CyberSure will address the conditions required for offering effective cyber insurance for interoperable service chains cutting across application domains and jurisdictions.		https://cordis.europa.eu/project/rcn/206520/factsheet/en	
202	LIMPET	208032	SMEInst-09-2016-2017	SME-1	Feb  2017	Jul  2017	€71,429	LOW MAINTENANCE, HIGH SECURITY, PIPELINE LEAK DETECTION THROUGH CONTINUOUS MONITORING AND REAL TIME ALERTS	Dashboard is an early stage technology company formed to develop and market an automated remote monitoring solution for the collection and consolidation of near-real-time data from sensors in both remote and accessible locations. As a cleantech company Dashboard is rooted in the transformational power of data analytics, and through the knowledge and skills of our experienced team of hardware, programming and communications professionals, has developed Limpet, an alternative solution to monitoring pipelines for leaks and breaches.    The global pipeline industry has a growing problem with leak and breach detection, costing billions and causing long lasting and highly destructive environmental damage. Limpet is at the forefront of improving low cost oil and gas pipeline monitoring, limiting the economic and environmental impact of any leaks or breaches. The solution, through the utilisation of novel ultrasonic flow rate measurement and innovative collar design, offers vastly improved detection rates, cheaper installation and running costs per km, improved device lifecycle, retro-fitting capabilities and advanced cyber security of both the device and data. The result is a potential installation saving of $999,250 per km and a yearly saving of $16,800 per km.    This feasibility study is designed to verify the technical, market/commercial and financial feasibility of Limpet, cumulating in a detailed report that will contain an optimal design plan, skills analysis, IPR strategy, market/competitor report, financial model for commercialisation and risk analysis.    The commercialisation of Limpet, initially in the EU, will see the solution positioned as the market leading flow rate leak detection system for oil and gas pipelines. The primary target will be EU companies with existing or planned onshore, above-ground pipelines. By the 4th year of commercialisation we expect to generate revenues of €30m, have a team of 73, and have a leading position in the leak detection market.		https://cordis.europa.eu/project/rcn/208032/factsheet/en	
203	LocationWise	208763	SMEInst-13-2016-2017	SME-1	Mar  2017	Aug  2017	€71,429	LocationWise Payment Card Validation: A cloud based location verification system that willsignificantly lower cost of payment card cyber security	The vision of LocationWise project is to lower fraud costs incurred by banks from €1.03 to €0.55 per transaction and thus saving Europe ca. €456 million annually. Card fraud directly costs the Single Euro Payments Area ca. €1.44 billion annually and €14.55 billion globally with banks bearing 62% of costs and merchants 38%. These are not the only costs associated with payment card fraud. The other cost (amounting to €13.13 billion globally) is associated with measures to handle legitimate transactions that would have been incorrectly flagged as fraudulent and hence blocked, for example call centre costs and lost transaction fees. Reducing or minimising these costs is no easy solution as tightening fraud risk rules directly increases false positives while loosening them has the converse effect of increasing fraudulent transactions. Given that ca. 86% of adults carry their mobile phones with them there is a high probability that the location of the mobile device is close or the same location where a transaction is occurring. LocationWise automatically queries the user’s mobile device to determine his/her location without human intervention so that fraud detection systems can, with greater accuracy, apply location data to reduce the number of fraudulent transactions and false positives. Because of its access to the widest global mobile coverage and use of multiple verification methods, LocationWise gives the most accurate location data. This reduces the number of genuine card transactions that are incorrectly flagged (based on location) as fraudulent by 51% and the number of actual fraudulent transactions by 62%. Among other things, the purpose of Feasibility Study is to better understand the target market, determine optimum platform resources required to handle a given volume of transactions and to further refine IP strategy.		https://cordis.europa.eu/project/rcn/208763/factsheet/en	
